City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Partenit,UA,44.578,34.3446,79.09,45,0,13.87,clear sky
460,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,80.67,31,31,2.77,scattered clouds
461,Antofagasta,CL,-23.65,-70.4,58.06,79,28,4.41,scattered clouds
462,Fukue,JP,32.6881,128.8419,84.56,84,75,10.36,broken clouds
463,Kupang,ID,-10.1667,123.5833,80.58,70,16,10.87,few clouds
464,Nalut,LY,30.3333,10.85,79.38,38,0,18.39,clear sky
465,Banjar,ID,-8.19,114.9675,77.88,79,11,7.05,few clouds
466,Blagoyevo,RU,63.3667,47.9167,50.86,75,100,2.42,overcast clouds
467,Garowe,SO,8.4054,48.4845,72.86,66,71,27.47,broken clouds
468,Ingham,US,42.6,-84.3833,76.95,78,100,6.91,overcast clouds
469,Okha,RU,53.5739,142.9478,57.67,97,100,3.4,overcast clouds
470,Lucapa,AO,-8.4192,20.7447,67.28,27,13,2.57,few clouds
471,Emerald,AU,-23.5333,148.1667,59.34,51,0,15.68,clear sky
472,Shedok,RU,44.2179,40.8487,57.56,81,0,4.5,clear sky
473,Saint George,US,37.1041,-113.5841,105.64,17,0,8.99,clear sky
474,Iqaluit,CA,63.7506,-68.5145,54.95,46,51,13.31,broken clouds
475,Burgeo,CA,47.6167,-57.6152,60.71,76,27,9.66,scattered clouds
476,Najran,SA,17.4924,44.1277,84.85,49,81,6.38,broken clouds
477,Ivanivka,UA,46.7208,34.553,74.01,31,0,9.15,clear sky
478,Bousso,TD,10.4795,16.7117,74.52,85,40,4.25,scattered clouds
479,Tautira,PF,-17.7333,-149.15,74.95,63,16,11.12,few clouds
480,Umba,RU,66.6871,34.3429,47.7,87,17,5.75,few clouds
481,Anito,PH,12.4497,125.2886,82.13,75,91,1.36,overcast clouds
482,Stromness,GB,58.965,-3.296,59.88,90,100,5.01,overcast clouds
483,Portel,BR,-1.9356,-50.8211,78.22,65,68,2.89,broken clouds
484,Gazojak,TM,41.1875,61.4036,76.53,30,31,8.14,scattered clouds
485,Dargaville,NZ,-35.9333,173.8833,59.56,71,13,2.48,few clouds
486,Guaruja,BR,-23.9931,-46.2564,68.9,26,100,5.39,overcast clouds
487,Fairbanks,US,64.8378,-147.7164,60.76,71,75,8.05,broken clouds
488,Launceston,AU,-41.45,147.1667,45.81,93,7,5.75,clear sky
489,Visby,SE,57.6409,18.296,46.62,100,5,3.44,clear sky
490,Shingu,JP,33.7333,135.9833,87.12,67,98,5.3,overcast clouds
491,Batagay,RU,67.6333,134.6333,68.02,53,94,1.66,overcast clouds
492,Linguere,SN,15.3953,-15.1193,85.01,67,45,11.63,scattered clouds
493,Aldan,RU,58.6031,125.3894,50.07,99,100,10.8,moderate rain
494,Marsabit,KE,2.3284,37.9899,60.62,66,69,18.05,broken clouds
495,Narok,KE,-1.0783,35.8601,53.17,81,54,1.99,broken clouds
496,Maningrida,AU,-12.0667,134.2667,79.18,54,9,14.94,clear sky
497,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.75,89,90,4.27,overcast clouds
498,Sola,VU,-13.8833,167.55,80.76,68,1,0.81,clear sky
499,Houma,US,29.5958,-90.7195,84.0,83,0,3.44,clear sky
500,Vuktyl,RU,63.8567,57.3094,54.39,85,30,1.63,scattered clouds
501,Kokkola,FI,63.8385,23.1307,55.92,94,0,1.14,clear sky
502,Kupino,RU,54.3663,77.2981,56.55,92,58,7.65,broken clouds
503,Atambua,ID,-9.1061,124.8925,77.76,62,24,4.5,few clouds
504,Bardiyah,LY,31.7561,25.0865,77.63,77,6,14.03,clear sky
505,Shu,KZ,43.5983,73.7614,67.53,64,11,7.81,few clouds
506,Vaitape,PF,-16.5167,-151.75,76.77,58,68,16.6,broken clouds
507,Hirara,JP,24.8,125.2833,85.86,84,40,4.61,scattered clouds
508,Nisia Floresta,BR,-6.0911,-35.2086,77.38,88,9,10.02,clear sky
509,Sarakhs,IR,36.5449,61.1577,79.07,22,0,4.94,clear sky
510,Hambantota,LK,6.1241,81.1185,77.5,84,93,15.03,overcast clouds
511,Mahajanga,MG,-15.7167,46.3167,68.29,66,8,10.4,clear sky
512,Monrovia,LR,6.3005,-10.7969,75.61,81,85,9.44,overcast clouds
513,Kathu,TH,7.9178,98.3332,82.22,78,100,11.65,overcast clouds
514,Evanston,US,42.0411,-87.6901,68.63,87,100,12.66,overcast clouds
515,Litovko,RU,49.2361,135.1742,67.39,71,4,10.94,clear sky
516,Pastavy,BY,55.1168,26.8326,53.13,92,29,4.7,scattered clouds
517,Manavalakurichi,IN,8.1333,77.3,77.14,86,99,14.5,overcast clouds
518,Nongstoin,IN,25.5167,91.2667,66.6,97,51,3.42,broken clouds
519,Marrakesh,MA,31.6315,-8.0083,73.47,60,0,6.91,clear sky
520,Mana,GF,5.6592,-53.7767,79.86,85,79,11.01,broken clouds
521,Pasni,PK,25.2631,63.471,80.73,88,100,6.06,overcast clouds
522,Tagab,AF,34.855,69.6492,72.86,30,7,5.1,clear sky
523,Slatina,RO,44.4333,24.3667,74.46,57,80,7.18,broken clouds
524,Bende,NG,5.5572,7.6368,72.23,96,100,5.19,overcast clouds
525,Bintulu,MY,3.1667,113.0333,79.21,94,20,3.44,few clouds
526,Zeya,RU,53.75,127.2667,54.97,98,100,2.57,light rain
527,Taree,AU,-31.9,152.4667,57.11,76,26,9.08,scattered clouds
528,Veraval,IN,20.9,70.3667,80.55,91,100,13.04,overcast clouds
529,Campos Sales,BR,-7.0744,-40.3761,71.65,51,97,7.78,overcast clouds
530,Troutdale,US,45.5393,-122.3873,89.69,44,0,8.05,clear sky
531,Murdochville,CA,48.9583,-65.5006,52.68,65,78,3.15,broken clouds
532,Berlevag,NO,70.8578,29.0864,50.0,87,100,10.36,overcast clouds
533,Micheweni,TZ,-4.9667,39.8333,72.39,79,98,10.33,overcast clouds
534,Gisborne,NZ,-38.6533,178.0042,53.29,92,100,13.02,overcast clouds
535,Duku,NG,11.2361,4.9073,74.21,96,100,2.75,overcast clouds
536,Zhigansk,RU,66.7697,123.3711,55.33,76,99,13.58,overcast clouds
537,Jining,CN,35.405,116.5814,78.73,96,100,7.72,moderate rain
538,Sibolga,ID,1.7427,98.7792,75.65,76,96,3.56,overcast clouds
539,Vladyslavivka,UA,45.1667,35.3667,75.83,72,0,10.74,clear sky
540,Miri,MY,4.4148,114.0089,77.95,89,92,4.25,overcast clouds
541,Kamaishi,JP,39.2667,141.8833,82.71,71,88,10.8,overcast clouds
542,Chuncheng,CN,22.1731,111.7886,80.4,84,11,5.88,light rain
543,Paka,MY,4.6374,103.4368,76.93,94,20,0.0,few clouds
544,Brigantine,US,39.4101,-74.3646,86.04,80,0,11.5,clear sky
545,Ngunguru,NZ,-35.6167,174.5,57.22,81,25,8.19,scattered clouds
546,Karaton,ID,-6.3424,106.1045,73.74,85,46,2.06,scattered clouds
547,Mariental,NA,-24.6333,17.9667,52.65,31,27,8.37,scattered clouds
548,Hammerfest,NO,70.6634,23.6821,50.45,81,100,4.61,overcast clouds
549,Key West,US,24.5557,-81.7826,89.6,69,20,13.8,few clouds
550,Sibut,CF,5.718,19.0739,70.16,96,85,3.18,overcast clouds
551,Tabou,CI,4.423,-7.3528,73.8,86,100,7.09,overcast clouds
552,Victor Harbor,AU,-35.5667,138.6167,52.68,92,0,7.83,clear sky
553,Nyurba,RU,63.2842,118.3319,60.62,81,98,7.16,overcast clouds
554,Novyy Svit,UA,47.8059,38.0211,72.27,30,0,6.51,clear sky
555,Qui Nhon,VN,13.7667,109.2333,76.55,88,100,15.1,overcast clouds
556,Bhadrachalam,IN,17.6667,80.8833,74.66,96,100,5.68,light rain
557,Kruisfontein,ZA,-34.0033,24.7314,54.88,89,50,5.39,scattered clouds
558,Mandera,KE,3.9366,41.867,74.1,54,81,20.92,broken clouds
559,Kudahuvadhoo,MV,2.6708,72.8944,81.37,77,99,10.38,overcast clouds
560,Akureyri,IS,65.6835,-18.0878,55.33,67,20,14.97,few clouds
561,Lumberton,US,34.6182,-79.0086,85.44,71,72,10.69,broken clouds
562,Gillette,US,44.2911,-105.5022,91.06,19,0,0.0,clear sky
563,Tevriz,RU,57.509,72.4042,54.86,82,63,4.29,broken clouds
564,Bubaque,GW,11.2833,-15.8333,80.06,82,67,15.03,broken clouds
565,Kamenka,RU,51.3223,42.7678,67.82,48,39,3.83,scattered clouds
566,Chardara,KZ,41.2547,67.9692,73.63,43,1,6.33,clear sky
567,Korla,CN,41.7597,86.1469,83.79,31,49,4.09,scattered clouds
568,Caarapo,BR,-22.6342,-54.8222,64.53,96,100,7.09,overcast clouds
569,Sonoita,MX,31.85,-112.8333,95.05,37,98,9.73,overcast clouds
570,Ileza,RU,61.0533,43.9002,52.05,76,100,3.71,overcast clouds
571,Proddatur,IN,14.7333,78.55,79.36,70,99,18.59,light rain
572,Taltal,CL,-25.4,-70.4833,60.44,66,17,4.74,few clouds
573,Ilebo,CD,-4.3167,20.5833,73.63,36,0,1.23,clear sky
574,Erenhot,CN,43.6475,111.9767,71.67,56,1,6.89,clear sky
575,Qesarya,IL,32.5189,34.9046,77.97,76,0,0.31,clear sky
576,Jumla,NP,29.2747,82.1838,63.32,93,96,0.78,heavy intensity rain
577,Puga,MX,21.5833,-104.8167,82.47,61,75,0.0,broken clouds
578,Hartlepool,GB,54.6861,-1.2125,59.29,74,16,3.36,few clouds
579,Granadilla De Abona,ES,28.1188,-16.576,68.76,78,0,19.57,clear sky
580,Thinadhoo,MV,0.5333,72.9333,81.39,71,100,2.19,overcast clouds
581,Brynmawr,GB,51.8,-3.1833,63.19,82,1,6.31,clear sky
582,Zalantun,CN,48.0,122.7167,68.5,45,7,15.55,clear sky
583,Beringovskiy,RU,63.05,179.3167,48.18,61,91,10.8,overcast clouds
584,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.83,77,87,2.77,overcast clouds
585,Naze,JP,28.3667,129.4833,83.32,68,85,4.03,overcast clouds
586,Miyako,JP,39.6367,141.9525,82.81,69,98,6.51,overcast clouds
587,Santa Cruz De La Palma,ES,28.6835,-17.7642,77.14,83,75,16.11,broken clouds
588,Lewiston,US,44.1003,-70.2148,70.32,87,75,10.36,broken clouds
589,Srandakan,ID,-7.9386,110.2506,76.59,83,64,5.39,broken clouds
590,Fayaoue,NC,-20.65,166.5333,73.18,70,9,9.89,clear sky
591,Assiniboia,CA,49.6334,-105.9845,91.22,13,1,19.57,clear sky
592,Inuvik,CA,68.3499,-133.7218,65.26,48,75,5.75,broken clouds
593,Merauke,ID,-8.4667,140.3333,80.29,67,93,16.13,overcast clouds
594,San Felipe,VE,10.3399,-68.7425,72.91,97,79,2.89,broken clouds
595,Varadia,RO,45.0783,21.5469,70.92,74,97,1.57,light rain
596,Carbondale,US,37.7273,-89.2168,80.89,73,0,9.22,clear sky
597,Gornopravdinsk,RU,60.05,69.9,61.57,81,0,3.02,clear sky
598,Noumea,NC,-22.2763,166.4572,71.58,66,100,9.71,overcast clouds
599,Durango,MX,24.8333,-104.8333,75.54,38,83,12.26,broken clouds
600,Kalangala,UG,-0.3089,32.225,69.15,66,34,6.29,scattered clouds
601,Bilma,NE,18.6853,12.9164,87.39,43,47,11.79,scattered clouds
602,Kautokeino,NO,69.0125,23.0412,44.65,79,48,6.42,scattered clouds
603,Show Low,US,34.2542,-110.0298,71.01,70,40,9.22,drizzle
604,Jalu,LY,29.0331,21.5482,81.28,57,0,11.36,clear sky
605,Samarai,PG,-10.6167,150.6667,80.92,66,55,14.74,broken clouds
606,Khash,IR,28.2211,61.2158,79.18,22,85,2.3,overcast clouds
607,Broome,US,42.2506,-75.833,82.02,69,75,8.05,broken clouds
608,Harper,LR,4.375,-7.7169,73.98,83,99,7.4,overcast clouds
609,Joshimath,IN,30.5667,79.5667,68.43,78,37,2.75,scattered clouds
610,Ilhabela,BR,-23.7781,-45.3581,67.82,90,100,4.59,light rain
611,Pangody,RU,65.85,74.4859,68.11,64,67,8.01,broken clouds
612,Pouembout,NC,-21.1333,164.9,70.61,65,95,7.63,overcast clouds
613,Suntar,RU,62.1444,117.6319,57.79,90,100,6.04,overcast clouds
614,Staryy Nadym,RU,65.6118,72.6842,64.4,77,38,10.69,scattered clouds
615,Kedougou,SN,12.5579,-12.1743,73.58,98,76,7.38,very heavy rain
616,Deputatskiy,RU,69.3,139.9,61.5,67,55,2.57,broken clouds
617,Vao,NC,-22.6667,167.4833,68.88,61,86,18.39,overcast clouds
618,Matadi,CD,-5.8167,13.45,69.96,82,85,4.74,overcast clouds
619,Alta Floresta,BR,-9.8756,-56.0861,81.5,52,71,2.39,broken clouds
620,Hofn,IS,64.2539,-15.2082,52.18,95,100,25.84,overcast clouds
621,Acoua,YT,-12.7239,45.0582,71.51,73,12,6.87,few clouds
622,Lazaro Cardenas,MX,17.9583,-102.2,82.35,77,100,4.7,overcast clouds
623,Odweyne,SO,9.4092,45.064,75.45,45,98,16.55,overcast clouds
624,Moyale,KE,3.5167,39.0584,64.58,60,76,15.9,broken clouds
625,Angoche,MZ,-16.2325,39.9086,70.68,77,0,3.65,clear sky
626,Leshukonskoye,RU,64.8989,45.7622,49.12,86,48,4.16,scattered clouds
627,Murgab,TM,37.4966,61.9714,75.07,50,0,2.3,clear sky
628,Basco,PH,20.4487,121.9702,84.42,73,100,16.42,overcast clouds
629,Alugan,PH,12.2188,125.4808,81.86,76,96,1.45,overcast clouds
630,Urengoy,RU,65.9667,78.3667,70.74,64,37,7.14,scattered clouds
631,Lamu,KE,-2.2717,40.902,73.62,80,38,16.93,scattered clouds
632,Wanning,CN,18.8003,110.3967,81.21,89,100,9.86,overcast clouds
633,Gushikawa,JP,26.3544,127.8686,87.03,76,75,9.22,broken clouds
634,Kishapu,TZ,-3.6167,33.8667,65.19,47,0,9.4,clear sky
635,Kilindoni,TZ,-7.9139,39.6668,74.98,69,28,13.73,scattered clouds
636,Longuenesse,FR,50.734,2.2352,63.79,92,8,5.75,clear sky
637,Itoman,JP,26.1247,127.6694,87.82,79,20,9.22,few clouds
638,Watsa,CD,3.0372,29.5355,62.8,98,56,2.51,light rain
639,Pointe Michel,DM,15.25,-61.3833,80.98,82,8,14.92,clear sky
640,Port Macquarie,AU,-31.4333,152.9167,59.9,70,7,14.54,clear sky
641,Barranca,PE,-10.75,-77.7667,60.93,84,22,8.59,few clouds
642,Coahuayana,MX,18.7333,-103.6833,81.82,80,97,3.44,overcast clouds
643,Aloleng,PH,16.1307,119.7824,77.88,85,100,7.9,moderate rain
644,Batticaloa,LK,7.7102,81.6924,79.25,60,100,7.63,overcast clouds
645,The Valley,AI,18.217,-63.0578,84.06,79,6,19.26,clear sky
646,Papara,BR,-3.9839,-38.7273,78.69,87,8,2.62,clear sky
647,Martinopolis,BR,-22.1458,-51.1708,64.54,93,100,3.18,light rain
648,Foumban,CM,5.7291,10.9001,62.19,96,93,2.35,overcast clouds
649,Samana,DO,19.2056,-69.3369,80.31,85,100,10.8,overcast clouds
650,Holme,DK,56.1138,10.1725,55.94,87,27,5.48,scattered clouds
651,Porto Torres,IT,40.835,8.3972,73.58,77,14,3.65,few clouds
652,Dafeng,CN,23.4517,108.5881,81.45,81,12,2.62,few clouds
653,Pechenga,RU,69.5259,31.1703,49.39,80,71,5.21,broken clouds
654,Turukhansk,RU,65.8167,87.9833,62.56,86,10,7.7,clear sky
655,Ponta Pora,BR,-22.5361,-55.7256,60.67,98,100,8.59,overcast clouds
656,Ranong,TH,9.9658,98.6348,78.73,87,100,6.8,overcast clouds
657,Fort Saint James,CA,54.4333,-124.25,77.04,20,3,1.5,clear sky
658,Shahrud,IR,36.4182,54.9763,71.91,71,6,11.48,clear sky
659,Muttupet,IN,10.4,79.4833,81.16,65,100,12.33,overcast clouds
660,Wattegama,LK,6.7989,81.4808,74.88,75,94,8.48,overcast clouds
661,Hot Springs,US,34.5037,-93.0552,76.19,90,40,5.01,light rain
662,Uvat,RU,59.1433,68.8953,60.35,82,1,1.41,clear sky
663,Rio Gallegos,AR,-51.6226,-69.2181,35.65,80,0,9.22,clear sky
664,Obo,CF,5.3998,26.4869,68.22,97,91,2.89,light rain
665,Mandalgovi,MN,45.7625,106.2708,66.51,51,5,5.28,clear sky
666,Tome,CL,-36.6167,-72.95,48.81,85,2,5.21,clear sky
667,Jamui,IN,24.9167,86.2167,79.9,85,27,13.4,scattered clouds
668,Lixourion,GR,38.2019,20.4314,80.29,73,0,13.58,clear sky
669,Srikakulam,IN,18.3,83.9,76.5,94,100,13.18,overcast clouds
670,Talakan,RU,50.3167,130.3667,60.13,79,88,9.35,overcast clouds
671,Adre,TD,13.4667,22.2,70.54,91,89,2.51,moderate rain
672,Carmo Do Cajuru,BR,-20.1842,-44.7711,67.93,59,97,5.23,overcast clouds
673,Prince George,CA,53.9166,-122.753,77.25,29,0,5.75,clear sky
674,Bautar,RO,45.5167,22.5667,62.85,90,87,3.85,light rain
675,Kanigoro,ID,-8.13,112.219,74.64,82,52,5.57,broken clouds
676,Saint-Joseph,RE,-21.3667,55.6167,63.21,78,26,10.2,scattered clouds
677,Skierniewice,PL,51.9548,20.1584,60.71,65,31,5.26,light rain
678,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,73.06,91,97,8.66,overcast clouds
679,Guanare,VE,9.0418,-69.7421,75.85,94,9,1.12,clear sky
680,Katherine,AU,-14.4667,132.2667,77.32,36,11,14.97,few clouds
681,Biak,ID,-0.9131,122.8766,78.44,79,71,5.41,broken clouds
682,Catio,GW,11.2833,-15.25,76.59,91,52,6.73,light rain
683,Weihai,CN,37.5017,122.1136,74.52,94,100,8.7,heavy intensity rain
684,Kaputa,ZM,-8.4689,29.6619,67.5,48,2,1.05,clear sky
685,Maputo,MZ,-25.9653,32.5892,67.68,73,75,11.5,broken clouds
686,Salinas,US,36.6777,-121.6555,89.56,55,0,14.97,clear sky
687,Maumere,ID,-8.6199,122.2111,80.02,76,87,4.14,overcast clouds
688,Beidao,CN,34.5686,105.8933,79.45,75,68,4.12,broken clouds
689,Chhatak,BD,25.0333,91.6667,81.3,86,92,1.34,overcast clouds
690,Yinchuan,CN,38.4681,106.2731,73.49,60,55,14.05,broken clouds
